chrom	start	end	cpg_label
chr10	97571779	97572778	promoter_ANKRD2_HGNC:495
chr10	97583389	97584388	promoter_HOGA1_HGNC:25155
chr10	97588721	97589720	promoter_C10orf62_HGNC:23294
chr10	97633501	97634500	promoter_MORN4_HGNC:24001
chr10	97639671	97640670	promoter_PI4K2A_HGNC:30031
chr10	97687242	97688241	promoter_AVPI1_HGNC:30898
chr10	97712730	97713729	promoter_MARVELD1_HGNC:28674
chr10	97736128	97737127	promoter_ZFYVE27_HGNC:26559
chr10	97772000	97772999	promoter_SFRP5_HGNC:10779
chr10	97848843	97849842	promoter_GOLGA7B_HGNC:31668
chr10	98030622	98031621	promoter_CRTAC1_HGNC:14882
chr10	98133657	98134656	promoter_R3HCC1L_HGNC:23512
chr10	98268195	98269194	promoter_LOXL4_HGNC:17171
chr10	98415183	98416182	promoter_PYROXD2_HGNC:23517
chr10	98446936	98447935	promoter_HPS1_HGNC:5163
chr10	99235853	99236852	promoter_HPSE2_HGNC:18374
chr10	99328356	99329355	promoter_CNNM1_HGNC:102
chr10	99430625	99431624	promoter_GOT1_HGNC:4432
chr10	99531942	99532941	promoter_NKX2-3_HGNC:7836
chr10	99620440	99621439	promoter_SLC25A28_HGNC:23472
chr10	99658509	99659508	promoter_ENTPD7_HGNC:19745
chr10	99731234	99732233	promoter_CUTC_HGNC:24271
chr10	99732128	99733127	promoter_COX15_HGNC:2263
chr10	99781640	99782639	promoter_ABCC2_HGNC:53
chr10	100009948	100010947	promoter_DNMBP_HGNC:30373
chr10	100081870	100082869	promoter_CPN1_HGNC:2312
chr10	100186030	100187029	promoter_ERLIN1_HGNC:16947
chr10	100229597	100230596	promoter_CHUK_HGNC:1974
chr10	100267639	100268638	promoter_CWF19L1_HGNC:25613
chr10	100286681	100287680	promoter_BLOC1S2_HGNC:20984
chr10	100330229	100331228	promoter_PKD2L1_HGNC:9011
chr10	100346233	100347232	promoter_SCD_HGNC:10571
chr10	100462009	100463008	promoter_WNT8B_HGNC:12789
chr10	100519862	100520861	promoter_SEC31B_HGNC:23197
chr10	100534943	100535942	promoter_HIF1AN_HGNC:17113
chr10	100529872	100530871	promoter_NDUFB8_HGNC:7703
chr10	100744582	100745581	promoter_PAX2_HGNC:8616
chr10	100911963	100912962	promoter_SLF2_HGNC:17814
chr10	100968504	100969503	promoter_SEMA4G_HGNC:10735
chr10	100986543	100987542	promoter_TWNK_HGNC:1160
chr10	100987498	100988497	promoter_MRPL43_HGNC:14517
chr10	100998808	100999807	promoter_LZTS2_HGNC:29381
chr10	101030234	101031233	promoter_SFXN3_HGNC:16087
chr10	101031130	101032129	promoter_PDZD7_HGNC:26257
chr10	101060989	101061988	promoter_KAZALD1_HGNC:25460
chr10	101130300	101131299	promoter_TLX1_HGNC:5056
chr10	101229464	101230463	promoter_LBX1_HGNC:16960
chr10	101353165	101354164	promoter_BTRC_HGNC:1144
chr10	101587321	101588320	promoter_DPCD_HGNC:24542
chr10	101588258	101589257	promoter_POLL_HGNC:9184
chr10	101695171	101696170	promoter_FBXW4_HGNC:10847
chr10	101776115	101777114	promoter_FGF8_HGNC:3686
chr10	101783447	101784446	promoter_NPM3_HGNC:7931
chr10	101818445	101819444	promoter_OGA_HGNC:7056
chr10	101843801	101844800	promoter_KCNIP2_HGNC:15522
chr10	102056174	102057173	promoter_ARMH3_HGNC:25788
chr10	102064349	102065348	promoter_HPS6_HGNC:18817
chr10	102120369	102121368	promoter_LDB1_HGNC:6532
chr10	102132040	102133039	promoter_PPRC1_HGNC:30025
chr10	102151389	102152388	promoter_NOLC1_HGNC:15608
chr10	102225299	102226298	promoter_ELOVL3_HGNC:18047
chr10	102241513	102242512	promoter_PITX3_HGNC:9006
chr10	102244532	102245531	promoter_GBF1_HGNC:4181
chr10	102394705	102395704	promoter_NFKB2_HGNC:7795
chr10	102419836	102420835	promoter_FBXL15_HGNC:28155
chr10	102418786	102419785	promoter_PSD_HGNC:9507
chr10	102432575	102433574	promoter_CUEDC2_HGNC:28352
chr10	102451544	102452543	promoter_C10orf95_HGNC:25880
chr10	102460395	102461394	promoter_MFSD13A_HGNC:26196
chr10	102502713	102503712	promoter_ACTR1A_HGNC:167
chr10	102502972	102503971	promoter_SUFU_HGNC:16466
chr10	102643479	102644478	promoter_TRIM8_HGNC:15579
chr10	102714398	102715397	promoter_ARL3_HGNC:694
chr10	102713636	102714635	promoter_SFXN2_HGNC:16086
chr10	102742948	102743947	promoter_WBP1L_HGNC:23510
chr10	102837414	102838413	promoter_CYP17A1_HGNC:2593
chr10	102853259	102854258	promoter_BORCS7_HGNC:23516
chr10	102868470	102869469	promoter_AS3MT_HGNC:17452
chr10	102917294	102918293	promoter_CNNM2_HGNC:103
chr10	103244887	103245886	promoter_RPEL1_HGNC:45241
chr10	103276138	103277137	promoter_INA_HGNC:6057
chr10	103193273	103194272	promoter_NT5C2_HGNC:8022
chr10	103351141	103352140	promoter_PCGF6_HGNC:21156
chr10	103366976	103367975	promoter_TAF5_HGNC:11539
chr10	103396476	103397475	promoter_ATP5MK_HGNC:30889
chr10	103395626	103396625	promoter_PDCD11_HGNC:13408
chr10	103452371	103453370	promoter_CALHM2_HGNC:23493
chr10	103458901	103459900	promoter_CALHM1_HGNC:23494
chr10	103479241	103480240	promoter_CALHM3_HGNC:23458
chr10	103492705	103493704	promoter_NEURL1_HGNC:7761
chr10	103855577	103856576	promoter_SH3PXD2A_HGNC:23664
chr10	103918185	103919184	promoter_STN1_HGNC:26200
chr10	103966140	103967139	promoter_SLK_HGNC:11088
chr10	104085881	104086880	promoter_COL17A1_HGNC:2194
chr10	104121171	104122170	promoter_SFR1_HGNC:29574
chr10	104232365	104233364	promoter_CFAP43_HGNC:26684
chr10	104253892	104254891	promoter_GSTO1_HGNC:13312
chr10	104268184	104269183	promoter_GSTO2_HGNC:23064
chr10	104338466	104339465	promoter_ITPRIP_HGNC:29370
chr10	104352833	104353832	promoter_CFAP58_HGNC:26676
chr10	104640290	104641289	promoter_SORCS3_HGNC:16699
chr10	107164707	107165706	promoter_SORCS1_HGNC:16697
chr10	109923512	109924511	promoter_XPNPEP1_HGNC:12822
chr10	110006984	110007983	promoter_ADD3_HGNC:245
chr10	110206605	110207604	promoter_MXI1_HGNC:7534
chr10	110304921	110305920	promoter_SMNDC1_HGNC:16900
chr10	110496907	110497906	promoter_DUSP5_HGNC:3071
chr10	110566695	110567694	promoter_SMC3_HGNC:2468
chr10	110643336	110644335	promoter_RBM20_HGNC:27424
chr10	110870928	110871927	promoter_PDCD4_HGNC:8763
chr10	110919181	110920180	promoter_BBIP1_HGNC:28093
chr10	110918604	110919603	promoter_SHOC2_HGNC:15454
chr10	111076029	111077028	promoter_ADRA2A_HGNC:281
chr10	112183766	112184765	promoter_GPAM_HGNC:24865
chr10	112282400	112283399	promoter_TECTB_HGNC:11721
chr10	112373116	112374115	promoter_ACSL5_HGNC:16526
chr10	112446215	112447214	promoter_VTI1A_HGNC:17792
chr10	112446915	112447914	promoter_ZDHHC6_HGNC:19160
chr10	112949247	112950246	promoter_TCF7L2_HGNC:11641
chr10	113552053	113553052	promoter_HABP2_HGNC:4798
chr10	113664042	113665041	promoter_NRAP_HGNC:7988
chr10	113678912	113679911	promoter_CASP7_HGNC:1508
chr10	113750682	113751681	promoter_PLEKHS1_HGNC:26285
chr10	113854083	113855082	promoter_DCLRE1A_HGNC:17660
chr10	113853661	113854660	promoter_NHLRC2_HGNC:24731
chr10	114042866	114043865	promoter_ADRB1_HGNC:285
chr10	114174204	114175203	promoter_CCDC186_HGNC:24349
chr10	114178353	114179352	promoter_TDRD1_HGNC:11712
chr10	114238254	114239253	promoter_VWA2_HGNC:24709
chr10	114404503	114405502	promoter_AFAP1L2_HGNC:25901
chr10	114658276	114659275	promoter_ABLIM1_HGNC:78
chr10	114820780	114821779	promoter_FHIP2A_HGNC:29320
chr10	114937195	114938194	promoter_TRUB1_HGNC:16060
chr10	115092365	115093364	promoter_ATRNL1_HGNC:29063
chr10	116273207	116274206	promoter_GFRA1_HGNC:4243
chr10	116323448	116324447	promoter_CCDC172_HGNC:30524
chr10	116426847	116427846	promoter_PNLIPRP3_HGNC:23492
chr10	116544931	116545930	promoter_PNLIP_HGNC:9155
chr10	116589959	116590958	promoter_PNLIPRP1_HGNC:9156
chr10	116619953	116620952	promoter_PNLIPRP2_HGNC:9157
chr10	116669967	116670966	promoter_SPMIP5_HGNC:28500
chr10	116848499	116849498	promoter_ENO4_HGNC:31670
chr10	116742567	116743566	promoter_HSPA12A_HGNC:19022
chr10	117005188	117006187	promoter_SHTN1_HGNC:29319
chr10	117138271	117139270	promoter_VAX1_HGNC:12660
chr10	117196489	117197488	promoter_KCNK18_HGNC:19439
chr10	117240114	117241113	promoter_SLC18A2_HGNC:10935
chr10	117375441	117376440	promoter_PDZD8_HGNC:26974
chr10	117541746	117542745	promoter_EMX2_HGNC:3341
chr10	118046942	118047941	promoter_RAB11FIP2_HGNC:29152
chr10	118342325	118343324	promoter_FAM204A_HGNC:25794
chr10	118595649	118596648	promoter_PRLHR_HGNC:4464
chr10	118754971	118755970	promoter_CACUL1_HGNC:23727
chr10	119028714	119029713	promoter_NANOS1_HGNC:23044
chr10	119080818	119081817	promoter_EIF3A_HGNC:3271
chr10	119103113	119104112	promoter_DENND10_HGNC:31793
chr10	119165715	119166714	promoter_SFXN4_HGNC:16088
chr10	119178813	119179812	promoter_PRDX3_HGNC:9354
chr10	119206571	119207570	promoter_GRK5_HGNC:4544
chr10	119542720	119543719	promoter_RGS10_HGNC:9992
chr10	119596965	119597964	promoter_TIAL1_HGNC:11804
chr10	119650380	119651379	promoter_BAG3_HGNC:939
chr10	119725050	119726049	promoter_INPP5F_HGNC:17054
chr10	119872844	119873843	promoter_MCMBP_HGNC:25782
chr10	119891730	119892729	promoter_SEC23IP_HGNC:17018
chr10	120456227	120457226	promoter_PLPP4_HGNC:23531
chr10	120850362	120851361	promoter_WDR11_HGNC:13831
chr10	121598445	121599444	promoter_FGFR2_HGNC:3689
chr10	121928032	121929031	promoter_ATE1_HGNC:782
chr10	121975218	121976217	promoter_NSMCE4A_HGNC:25935
chr10	121988163	121989162	promoter_TACC2_HGNC:11523
chr10	122270296	122271295	promoter_BTBD16_HGNC:26340
chr10	122373708	122374707	promoter_PLEKHA1_HGNC:14335
chr10	122453653	122454652	promoter_ARMS2_HGNC:32685
chr10	122460553	122461552	promoter_HTRA1_HGNC:9476
chr10	122559754	122560753	promoter_DMBT1_HGNC:2926
chr10	122671850	122672849	promoter_SPADH_HGNC:55808
chr10	122699847	122700846	promoter_C10orf120_HGNC:25707
chr10	122845858	122846857	promoter_CUZD1_HGNC:17937
chr10	122879582	122880581	promoter_FAM24B_HGNC:23475
chr10	122909610	122910609	promoter_FAM24A_HGNC:23470
chr10	122954228	122955227	promoter_C10orf88_HGNC:25822
chr10	122979401	122980400	promoter_PSTK_HGNC:28578
chr10	123008796	123009795	promoter_IKZF5_HGNC:14283
chr10	123008006	123009005	promoter_ACADSB_HGNC:91
chr10	123134970	123135969	promoter_HMX3_HGNC:5019
chr10	123147136	123148135	promoter_HMX2_HGNC:5018
chr10	123153402	123154401	promoter_BUB3_HGNC:1151
chr10	123665355	123666354	promoter_GPR26_HGNC:4481
chr10	123891808	123892807	promoter_CPXM2_HGNC:26977
chr10	124093599	124094598	promoter_CHST15_HGNC:18137
chr10	124418924	124419923	promoter_OAT_HGNC:8091
chr10	124450036	124451035	promoter_NKX1-2_HGNC:31652
chr10	124460823	124461822	promoter_LHPP_HGNC:30042
chr10	124744379	124745378	promoter_FAM53B_HGNC:28968
chr10	124791888	124792887	promoter_EEF1AKMT2_HGNC:33787
chr10	124800819	124801818	promoter_ABRAXAS2_HGNC:28975
chr10	124941123	124942122	promoter_ZRANB1_HGNC:18224
chr10	125160564	125161563	promoter_CTBP2_HGNC:2495
chr10	125683164	125684163	promoter_TEX36_HGNC:31653
chr10	125718709	125719708	promoter_EDRF1_HGNC:24640
chr10	125775822	125776821	promoter_MMP21_HGNC:14357
chr10	125823259	125824258	promoter_UROS_HGNC:12592
chr10	125822546	125823545	promoter_BCCIP_HGNC:978
chr10	125881293	125882292	promoter_DHX32_HGNC:16717
chr10	125895564	125896563	promoter_FANK1_HGNC:23527
chr10	126388478	126389477	promoter_ADAM12_HGNC:190
chr10	126670694	126671693	promoter_C10orf90_HGNC:26563
chr10	126904428	126905427	promoter_DOCK1_HGNC:2987
chr10	127196592	127197591	promoter_INSYN2A_HGNC:33859
chr10	127548309	127549308	promoter_NPS_HGNC:33940
chr10	127736185	127737184	promoter_FOXI2_HGNC:32448
chr10	127892942	127893941	promoter_CLRN3_HGNC:20795
chr10	127906103	127907102	promoter_PTPRE_HGNC:9669
chr10	128126424	128127423	promoter_MKI67_HGNC:7107
chr10	129466241	129467240	promoter_MGMT_HGNC:7059
chr10	129964275	129965274	promoter_EBF3_HGNC:19087
chr10	130110831	130111830	promoter_C10orf143_HGNC:48677
chr10	130135391	130136390	promoter_GLRX3_HGNC:15987
chr10	131311722	131312721	promoter_TCERG1L_HGNC:23533
chr10	131900008	131901007	promoter_PPP2R2D_HGNC:23732
chr10	131981924	131982923	promoter_BNIP3_HGNC:1084
chr10	132064946	132065945	promoter_JAKMIP3_HGNC:23523
chr10	132185948	132186947	promoter_DPYSL4_HGNC:3016
chr10	132307951	132308950	promoter_STK32C_HGNC:21332
chr10	132331193	132332192	promoter_LRRC27_HGNC:29346
chr10	132396200	132397199	promoter_PWWP2B_HGNC:25150
chr10	132536787	132537786	promoter_INPP5A_HGNC:6076
chr10	132786148	132787147	promoter_NKX6-2_HGNC:19321
chr10	132942571	132943570	promoter_CFAP46_HGNC:25247
chr10	133086924	133087923	promoter_ADGRA1_HGNC:13838
chr10	133159219	133160218	promoter_KNDC1_HGNC:29374
chr10	133229217	133230216	promoter_UTF1_HGNC:12634
chr10	133236855	133237854	promoter_VENTX_HGNC:13639
chr10	133276869	133277868	promoter_ADAM8_HGNC:215
chr10	133307914	133308913	promoter_ZNF511_HGNC:28445
chr10	133308873	133309872	promoter_TUBGCP2_HGNC:18599
chr10	133336897	133337896	promoter_CALY_HGNC:17938
chr10	133346373	133347372	promoter_PRAP1_HGNC:23304
chr10	133358020	133359019	promoter_FUOM_HGNC:24733
chr10	133373355	133374354	promoter_ECHS1_HGNC:3151
chr10	133378262	133379261	promoter_PAOX_HGNC:20837
chr10	133393157	133394156	promoter_MTG1_HGNC:32159
chr10	133424626	133425625	promoter_SPRN_HGNC:16871
chr10	133452945	133453944	promoter_SCART1_HGNC:32411
chr10	133526363	133527362	promoter_CYP2E1_HGNC:2631
chr10	133565584	133566583	promoter_SYCE1_HGNC:28852
chr10	133626796	133627795	promoter_FRG2B_HGNC:33518
chr11	192078	193077	promoter_SCGB1C1_HGNC:18394
chr11	195761	196760	promoter_CIMAP1A_HGNC:19905
chr11	207400	208399	promoter_BET1L_HGNC:19348
chr11	206708	207707	promoter_RIC8A_HGNC:29550
chr11	236343	237342	promoter_SIRT3_HGNC:14931
chr11	235976	236975	promoter_PSMD13_HGNC:9558
chr11	277407	278406	promoter_NLRP6_HGNC:22944
chr11	288126	289125	promoter_PGGHG_HGNC:26210
chr11	299527	300526	promoter_IFITM5_HGNC:16644
chr11	306816	307815	promoter_IFITM2_HGNC:5413
chr11	313040	314039	promoter_IFITM1_HGNC:5412
chr11	320861	321860	promoter_IFITM3_HGNC:5414
chr11	368499	369498	promoter_B4GALNT4_HGNC:26315
chr11	393209	394208	promoter_PKP3_HGNC:9025
chr11	415000	415999	promoter_SIGIRR_HGNC:30575
chr11	442012	443011	promoter_ANO9_HGNC:20679
chr11	449279	450278	promoter_PTDSS2_HGNC:15463
chr11	507243	508242	promoter_RNH1_HGNC:10074
chr11	535577	536576	promoter_HRAS_HGNC:5173
chr11	536527	537526	promoter_LRRC56_HGNC:25430
chr11	559970	560969	promoter_RASSF7_HGNC:1166
chr11	560739	561738	promoter_LMNTD2_HGNC:28561
chr11	575470	576469	promoter_PHRF1_HGNC:24351
chr11	615951	616950	promoter_IRF7_HGNC:6122
chr11	624956	625955	promoter_CDHR5_HGNC:7521
chr11	627182	628181	promoter_SCT_HGNC:10607
chr11	636269	637268	promoter_DRD4_HGNC:3025
chr11	705231	706230	promoter_EPS8L2_HGNC:21296
chr11	694816	695815	promoter_TMEM80_HGNC:27453
chr11	695223	696222	promoter_DEAF1_HGNC:14677
chr11	746464	747463	promoter_TALDO1_HGNC:11559
chr11	777488	778487	promoter_GATD1_HGNC:26616
chr11	790091	791090	promoter_CEND1_HGNC:24153
chr11	796511	797510	promoter_PANO1_HGNC:51237
chr11	798282	799281	promoter_SLC25A22_HGNC:19954
chr11	804420	805419	promoter_ENSG00000293685_HGNC:NA
chr11	808967	809966	promoter_RPLP2_HGNC:10377
chr11	805232	806231	promoter_PIDD1_HGNC:16491
chr11	817914	818913	promoter_PNPLA2_HGNC:30802
chr11	826919	827918	promoter_CRACR2B_HGNC:28703
chr11	831952	832951	promoter_CD151_HGNC:1630
chr11	842530	843529	promoter_POLR2L_HGNC:9199
chr11	841852	842851	promoter_TSPAN4_HGNC:11859
chr11	910811	911810	promoter_CHID1_HGNC:28474
chr11	924870	925869	promoter_AP2A2_HGNC:562
chr11	1036719	1037718	promoter_MUC6_HGNC:7517
chr11	1073875	1074874	promoter_MUC2_HGNC:7512
chr11	1156953	1157952	promoter_MUC5AC_HGNC:7515
chr11	1222066	1223065	promoter_MUC5B_HGNC:7516
chr11	1309633	1310632	promoter_TOLLIP_HGNC:16476
chr11	1388934	1389933	promoter_BRSK2_HGNC:11405
chr11	1486780	1487779	promoter_MOB2_HGNC:24904
chr11	1572272	1573271	promoter_DUSP8_HGNC:3074
chr11	1585284	1586283	promoter_KRTAP5-1_HGNC:23596
chr11	1598295	1599294	promoter_KRTAP5-2_HGNC:23597
chr11	1608464	1609463	promoter_KRTAP5-3_HGNC:23598
chr11	1622139	1623138	promoter_KRTAP5-4_HGNC:23599
chr11	1628775	1629774	promoter_KRTAP5-5_HGNC:23601
chr11	1696195	1697194	promoter_KRTAP5-6_HGNC:23600
chr11	1750596	1751595	promoter_IFITM10_HGNC:40022
chr11	1763928	1764927	promoter_CTSD_HGNC:2529
chr11	1833990	1834989	promoter_SYT8_HGNC:19264
chr11	1837981	1838980	promoter_TNNI2_HGNC:11946
chr11	1852084	1853083	promoter_LSP1_HGNC:6707
chr11	1891896	1892895	promoter_PRR33_HGNC:35118
chr11	1918703	1919702	promoter_TNNT3_HGNC:11950
chr11	1946332	1947331	promoter_MRPL23_HGNC:10322
chr11	2149604	2150603	promoter_ENSG00000284779_HGNC:NA
chr11	2139390	2140389	promoter_IGF2_HGNC:5466
chr11	2161210	2162209	promoter_INS_HGNC:6081
chr11	2171816	2172815	promoter_TH_HGNC:11782
chr11	2270589	2271588	promoter_ASCL2_HGNC:739
chr11	2301013	2302012	promoter_TSPAN32_HGNC:13410
chr11	2301919	2302918	promoter_C11orf21_HGNC:13231
chr11	2376310	2377309	promoter_CD81_HGNC:1701
chr11	2399750	2400749	promoter_TSSC4_HGNC:12386
chr11	2444515	2445514	promoter_TRPM5_HGNC:14323
chr11	2444008	2445007	promoter_KCNQ1_HGNC:6294
chr11	2885776	2886775	promoter_CDKN1C_HGNC:1786
chr11	2901278	2902277	promoter_SLC22A18_HGNC:10964
chr11	2929421	2930420	promoter_PHLDA2_HGNC:12385
chr11	2992330	2993329	promoter_NAP1L4_HGNC:7640
chr11	3057424	3058423	promoter_CARS1_HGNC:1493
chr11	3165311	3166310	promoter_OSBPL5_HGNC:16392
chr11	3218814	3219813	promoter_MRGPRG_HGNC:24829
chr11	3232418	3233417	promoter_MRGPRE_HGNC:30694
chr11	3379147	3380146	promoter_ZNF195_HGNC:12986
chr11	3641993	3642992	promoter_ART5_HGNC:24049
chr11	3644128	3645127	promoter_ART1_HGNC:723
chr11	3671385	3672384	promoter_CHRNA10_HGNC:13800
chr11	3807560	3808559	promoter_PGAP2_HGNC:17893
chr11	3797555	3798554	promoter_NUP98_HGNC:8068
chr11	3840960	3841959	promoter_RHOG_HGNC:672
chr11	3854664	3855663	promoter_STIM1_HGNC:11386
chr11	4093799	4094798	promoter_RRM1_HGNC:10451
chr11	4232217	4233216	promoter_SSU72L5_HGNC:43624
chr11	4242707	4243706	promoter_SSU72L2_HGNC:43621
chr11	4288186	4289185	promoter_SSU72L4_HGNC:43623
chr11	4328790	4329789	promoter_SSU72L3_HGNC:43622
chr11	4339346	4340345	promoter_SSU72L1_HGNC:43626
chr11	4368387	4369386	promoter_OR52B4_HGNC:15209
chr11	4393703	4394702	promoter_TRIM21_HGNC:11312
chr11	4448295	4449294	promoter_OR52K2_HGNC:15223
chr11	4481646	4482645	promoter_OR52K1_HGNC:15222
chr11	4544191	4545190	promoter_OR52M1_HGNC:15225
chr11	4580743	4581742	promoter_OR52I2_HGNC:15221
chr11	4593039	4594038	promoter_OR52I1_HGNC:15220
chr11	4608232	4609231	promoter_TRIM68_HGNC:21161
chr11	4636477	4637476	promoter_OR51D1_HGNC:15193
chr11	4642982	4643981	promoter_OR51E1_HGNC:15194
chr11	4697854	4698853	promoter_OR51C1P_HGNC:15191
chr11	4697854	4698853	promoter_OR51E2_HGNC:15195
chr11	4703784	4704783	promoter_MMP26_HGNC:14249
chr11	4769939	4770938	promoter_OR51F1_HGNC:15196
chr11	4804381	4805380	promoter_OR52R1_HGNC:15235
chr11	4820321	4821320	promoter_OR51F2_HGNC:15197
chr11	4849209	4850208	promoter_OR51S1_HGNC:15204
chr11	4880900	4881899	promoter_OR51T1_HGNC:15205
chr11	4902783	4903782	promoter_OR51A7_HGNC:15188
chr11	4919351	4920350	promoter_OR51G2_HGNC:15198
chr11	4924340	4925339	promoter_OR51G1_HGNC:14738
chr11	4947606	4948605	promoter_OR51A4_HGNC:14795
chr11	4955714	4956713	promoter_OR51A2_HGNC:14764
chr11	4993851	4994850	promoter_OR51L1_HGNC:14759
chr11	5045526	5046525	promoter_OR52J3_HGNC:14799
chr11	5059628	5060627	promoter_OR52E2_HGNC:14769
chr11	5068572	5069571	promoter_OR52E1_HGNC:14766
chr11	5138357	5139356	promoter_OR52A5_HGNC:19580
chr11	5154758	5155757	promoter_OR52A1_HGNC:8318
chr11	5200683	5201682	promoter_OR51V1_HGNC:19597
chr11	5227072	5228071	promoter_HBB_HGNC:4827
chr11	5234484	5235483	promoter_HBD_HGNC:4829
chr11	5249858	5250857	promoter_HBG1_HGNC:4831
chr11	5301947	5302946	promoter_OR51B4_HGNC:14708
chr11	5324298	5325297	promoter_OR51B2_HGNC:14703
chr11	5350508	5351507	promoter_OR51B6_HGNC:19600
chr11	5382812	5383811	promoter_OR51M1_HGNC:14847
chr11	5421111	5422110	promoter_OR51Q1_HGNC:14851
chr11	5441515	5442514	promoter_OR51I1_HGNC:15200
chr11	5448323	5449322	promoter_OR51I2_HGNC:15201
chr11	5487685	5488684	promoter_OR52D1_HGNC:15212
chr11	5254782	5255781	promoter_HBG2_HGNC:4832
chr11	5269946	5270945	promoter_HBE1_HGNC:4830
chr11	5343525	5344524	promoter_OR51B5_HGNC:19599
chr11	5509958	5510957	promoter_UBQLN3_HGNC:12510
chr11	5516700	5517699	promoter_UBQLNL_HGNC:28294
chr11	5548541	5549540	promoter_OR52H1_HGNC:15218
chr11	5579877	5580876	promoter_OR52B6_HGNC:15211
chr11	5595637	5596636	promoter_TRIM6_HGNC:16277
chr11	5624001	5625000	promoter_TRIM34_HGNC:10063
chr11	5688790	5689789	promoter_TRIM22_HGNC:16379
chr11	5725502	5726501	promoter_OR52P1_HGNC:15232
chr11	5735448	5736447	promoter_OR56B1_HGNC:15245
chr11	5753243	5754242	promoter_OR52N4_HGNC:15230
chr11	5760153	5761152	promoter_OR56B2P_HGNC:15246
chr11	5783356	5784355	promoter_OR52N5_HGNC:15231
chr11	5791266	5792265	promoter_OR52N1_HGNC:14853
chr11	5807924	5808923	promoter_OR52N2_HGNC:15228
chr11	5841898	5842897	promoter_OR52E6_HGNC:15215
chr11	5857691	5858690	promoter_OR52E8_HGNC:15217
chr11	5879629	5880628	promoter_OR52E4_HGNC:15213
chr11	5892208	5893207	promoter_OR52E5_HGNC:15214
chr11	5685075	5686074	promoter_TRIM5_HGNC:16276
chr11	5941251	5942250	promoter_OR56A3_HGNC:14786
chr11	5968495	5969494	promoter_OR56A5_HGNC:14792
chr11	5986986	5987985	promoter_OR52L1_HGNC:14785
chr11	6006947	6007946	promoter_OR56A4_HGNC:14791
chr11	6030759	6031758	promoter_OR56A1_HGNC:14781
chr11	6106684	6107683	promoter_OR56B4_HGNC:15248
chr11	6170327	6171326	promoter_OR52B2_HGNC:15207
chr11	6198224	6199223	promoter_OR52W1_HGNC:15239
chr11	6204557	6205556	promoter_C11orf42_HGNC:28541
chr11	6234637	6235636	promoter_FHIP1B_HGNC:25378
chr11	6238089	6239088	promoter_CNGA4_HGNC:2152
chr11	6258838	6259837	promoter_CCKBR_HGNC:1571
chr11	6320502	6321501	promoter_CAVIN3_HGNC:9400
chr11	6389474	6390473	promoter_SMPD1_HGNC:11120
chr11	6419095	6420094	promoter_APBB1_HGNC:581
chr11	6440988	6441987	promoter_HPX_HGNC:5171
chr11	6473942	6474941	promoter_TRIM3_HGNC:10064
chr11	6481332	6482331	promoter_ARFIP2_HGNC:17160
chr11	6480501	6481500	promoter_TIMM10B_HGNC:4022
chr11	6496280	6497279	promoter_DNHD1_HGNC:26532
chr11	6603617	6604616	promoter_RRP8_HGNC:29030
chr11	6602774	6603773	promoter_ILK_HGNC:6040
chr11	6612217	6613216	promoter_TAF10_HGNC:11543
chr11	6619423	6620422	promoter_TPP1_HGNC:2073
chr11	6655810	6656809	promoter_DCHS1_HGNC:13681
chr11	6683341	6684340	promoter_MRPL17_HGNC:14053
chr11	6771977	6772976	promoter_OR2AG2_HGNC:15143
chr11	6782020	6783019	promoter_OR2AG1_HGNC:15142
chr11	6799690	6800689	promoter_OR6A2_HGNC:15301
chr11	6844683	6845682	promoter_OR10A5_HGNC:15131
chr11	6862057	6863056	promoter_OR10A2_HGNC:8161
chr11	6875625	6876624	promoter_OR10A4_HGNC:15130
chr11	6892501	6893500	promoter_OR2D2_HGNC:8244
chr11	6920002	6921001	promoter_OR2D3_HGNC:15146
chr11	6925426	6926425	promoter_ZNF215_HGNC:13007
chr11	7020347	7021346	promoter_ZNF214_HGNC:13006
chr11	7019479	7020478	promoter_NLRP14_HGNC:22939
chr11	7087998	7088997	promoter_RBMXL2_HGNC:17886
chr11	7250904	7251903	promoter_SYT9_HGNC:19265
chr11	7484506	7485505	promoter_OLFML1_HGNC:24473
chr11	7512999	7513998	promoter_PPFIBP2_HGNC:9250
chr11	7673501	7674500	promoter_CYB5R2_HGNC:24376
chr11	7706478	7707477	promoter_OVCH2_HGNC:29970
chr11	7796943	7797942	promoter_OR5P2_HGNC:14783
chr11	7830841	7831840	promoter_OR5P3_HGNC:14784
chr11	7931269	7932268	promoter_OR10A6_HGNC:15132
chr11	7941709	7942708	promoter_OR10A3_HGNC:8162
chr11	7965448	7966447	promoter_NLRP10_HGNC:21464
chr11	7986337	7987336	promoter_EIF3F_HGNC:3275
chr11	8080211	8081210	promoter_TUB_HGNC:12406
chr11	8169026	8170025	promoter_RIC3_HGNC:30338
chr11	8263879	8264878	promoter_LMO1_HGNC:6641
chr11	8594229	8595228	promoter_STK33_HGNC:14568
chr11	8682666	8683665	promoter_TRIM66_HGNC:29005
chr11	8681792	8682791	promoter_RPL27A_HGNC:10329
chr11	8810675	8811674	promoter_DENND2B_HGNC:11350
chr11	8910189	8911188	promoter_AKIP1_HGNC:1170
chr11	8932948	8933947	promoter_C11orf16_HGNC:1169
